"user_id","created_at","id","amount_usd"
124403.0,"2025-09-09 12:47:44.586",3.2834245E7,509.12
123761.0,"2025-09-09 13:25:58.220",3.2834707E7,770.32
123761.0,"2025-09-09 13:51:42.333",3.283454E7,566.68
123914.0,"2025-09-09 14:33:52.462",3.2835235E7,994.33
124753.0,"2025-09-09 15:16:36.110",3.2836071E7,712.61
124362.0,"2025-09-09 15:22:58.459",3.2836686E7,656.28
124181.0,"2025-09-09 18:46:50.819",3.2840007E7,205.68
123914.0,"2025-09-09 19:36:23.265",3.2842121E7,157.67000000000002
124362.0,"2025-09-09 20:01:54.648",3.2842206E7,861.51
124362.0,"2025-09-09 20:14:42.590",3.2842242E7,45.9
124362.0,"2025-09-09 20:40:55.434",3.2843217E7,462.51
124362.0,"2025-09-09 20:43:14.696",3.2843056E7,436.51
124044.0,"2025-09-09 20:49:37.637",3.2842872E7,741.68
124362.0,"2025-09-09 21:07:22.312",3.2843573E7,473.46
123761.0,"2025-09-09 21:40:15.791",3.28432E7,894.64
124362.0,"2025-09-09 22:35:59.503",3.2844231E7,890.58
125293.0,"2025-09-09 23:20:08.584",3.2844792E7,618.47
125658.0,"2025-09-10 00:52:44.236",3.2845396E7,455.93
125658.0,"2025-09-10 00:52:49.908",3.2845765E7,465.0
125658.0,"2025-09-10 00:52:50.391",3.2845081E7,297.98
125658.0,"2025-09-10 00:52:51.627",3.2845458E7,598.93
124617.0,"2025-09-10 01:24:28.586",3.2846065E7,348.49
123874.0,"2025-09-10 05:32:15.790",3.2848125E7,807.91
125293.0,"2025-09-10 06:36:50.841",3.2848613E7,608.23
124242.0,"2025-09-10 08:50:33.031",3.2856162E7,395.08
124360.0,"2025-09-10 09:59:06.261",3.2857219E7,286.75
124107.0,"2025-09-10 10:07:31.799",3.2857071E7,806.37
124107.0,"2025-09-10 10:07:35.296",3.2857002E7,43.73
124362.0,"2025-09-10 12:51:35.459",3.2858697E7,770.5
124403.0,"2025-09-10 13:03:46.736",3.2858845E7,735.35
124799.0,"2025-09-10 13:41:37.802",3.2859389E7,192.01
124939.0,"2025-09-10 15:23:42.982",3.2860258E7,830.83
124939.0,"2025-09-10 15:25:13.564",3.2860345E7,14.17
124939.0,"2025-09-10 15:59:48.706",3.2860748E7,706.05
124939.0,"2025-09-10 16:24:22.546",3.286129E7,171.84
124362.0,"2025-09-10 16:26:14.134",3.2860858E7,934.57
124362.0,"2025-09-10 16:26:43.962",3.2861379E7,797.05
124362.0,"2025-09-10 16:32:39.979",3.286088E7,414.1
124362.0,"2025-09-10 16:38:11.047",3.2861199E7,693.49
124362.0,"2025-09-10 16:40:02.967",3.2861726E7,599.49
124242.0,"2025-09-10 16:45:34.332",3.2861694E7,856.51
124362.0,"2025-09-10 16:48:52.112",3.2861288E7,821.51
124799.0,"2025-09-10 17:24:39.266",3.2862051E7,19.990000000000002
124506.0,"2025-09-10 18:14:54.421",3.2862525E7,85.61
125067.0,"2025-09-10 19:42:26.882",3.2865373E7,386.64
124360.0,"2025-09-10 20:04:42.152",3.2865481E7,568.28
124819.0,"2025-09-10 20:28:34.152",3.2865701E7,565.62
124939.0,"2025-09-10 20:34:46.808",3.2866444E7,288.51
125293.0,"2025-09-10 20:54:24.805",3.2866326E7,655.22
124778.0,"2025-09-10 21:14:13.305",3.2866937E7,816.42
124819.0,"2025-09-10 21:23:08.616",3.2866072E7,804.04
124888.0,"2025-09-10 22:10:07.700",3.2866967E7,18.34
124762.0,"2025-09-10 22:25:28.536",3.2867022E7,764.21
124888.0,"2025-09-10 22:42:19.309",3.2867657E7,587.75
124888.0,"2025-09-10 23:45:12.399",3.2868046E7,338.25
124362.0,"2025-09-11 00:02:01.783",3.2868715E7,215.43
124888.0,"2025-09-11 00:10:24.326",3.286856E7,257.66
125029.0,"2025-09-11 03:18:36.011",3.2870914E7,305.0
124362.0,"2025-09-11 04:19:58.129",3.2870962E7,623.2
124902.0,"2025-09-11 06:14:33.225",3.2872924E7,370.34
124939.0,"2025-09-11 07:24:07.134",3.2879172E7,361.83
124767.0,"2025-09-11 07:26:19.556",3.2878687E7,987.54
125146.0,"2025-09-11 10:57:03.636",3.2880755E7,760.17
124436.0,"2025-09-11 11:25:59.341",3.288115E7,279.65
124436.0,"2025-09-11 11:26:12.205",3.2881455E7,784.61
124939.0,"2025-09-11 13:04:13.205",3.2882192E7,660.28
124939.0,"2025-09-11 13:55:37.297",3.2883095E7,769.29
124362.0,"2025-09-11 14:00:15.625",3.2883285E7,483.0
124362.0,"2025-09-11 14:15:37.915",3.2883015E7,447.45
124362.0,"2025-09-11 17:17:30.025",3.2884731E7,78.66
124362.0,"2025-09-11 17:19:56.925",3.2884926E7,915.68
124362.0,"2025-09-11 17:42:45.639",3.288553E7,660.66
124362.0,"2025-09-11 17:55:58.094",3.2885567E7,344.45
124939.0,"2025-09-11 18:27:51.037",3.288597E7,547.47
124360.0,"2025-09-11 19:14:25.885",3.2891739E7,657.52
124960.0,"2025-09-11 20:24:39.343",3.2893098E7,677.45
124362.0,"2025-09-11 20:53:29.868",3.2893854E7,551.18
124184.0,"2025-09-11 20:59:55.748",3.289337E7,31.25
124506.0,"2025-09-11 21:19:32.353",3.2893815E7,838.4
124362.0,"2025-09-11 21:58:45.924",3.2894602E7,438.47
124362.0,"2025-09-11 22:05:43.861",3.2894403E7,284.53
124476.0,"2025-09-11 23:36:15.196",3.2895123E7,89.3
124016.0,"2025-09-11 23:42:35.503",3.2896037E7,717.73
124184.0,"2025-09-12 00:08:04.364",3.2896005E7,457.25
123761.0,"2025-09-12 00:23:15.178",3.2895602E7,597.46
124107.0,"2025-09-12 02:47:43.598",3.2898206E7,783.93
124362.0,"2025-09-12 03:42:06.992",3.2898625E7,15.47
125293.0,"2025-09-12 03:56:36.928",3.2898823E7,29.25
124768.0,"2025-09-12 03:56:57.388",3.2899436E7,422.26
124939.0,"2025-09-12 07:00:47.685",3.2900339E7,645.21
124902.0,"2025-09-12 08:12:45.461",3.2902284E7,595.13
124939.0,"2025-09-12 09:06:07.621",3.2902222E7,744.81
123761.0,"2025-09-12 13:53:27.778",3.2905639E7,467.5
124768.0,"2025-09-12 15:51:06.462",3.2907213E7,390.45
124242.0,"2025-09-12 16:17:28.574",3.2908066E7,966.85
124044.0,"2025-09-12 16:34:36.664",3.2907948E7,187.65
124939.0,"2025-09-12 16:46:55.647",3.2907723E7,20.65
124362.0,"2025-09-12 17:27:08.755",3.2908046E7,889.44
124362.0,"2025-09-12 17:28:45.957",3.2908233E7,268.45
125990.0,"2025-09-12 18:43:53.841",3.2908767E7,699.62
125090.0,"2025-09-12 20:06:04.178",3.2915991E7,695.48
124476.0,"2025-09-12 20:39:07.788",3.2916471E7,822.38
124939.0,"2025-09-12 20:56:37.873",3.291659E7,2.13
124294.0,"2025-09-12 21:33:10.596",3.2916795E7,634.07
124403.0,"2025-09-12 22:21:54.454",3.2917509E7,440.97
124939.0,"2025-09-12 23:14:39.956",3.2918364E7,182.73
124362.0,"2025-09-12 23:52:07.191",3.2918089E7,103.77
125293.0,"2025-09-13 00:06:17.833",3.2918049E7,190.32
124939.0,"2025-09-13 02:42:58.848",3.2919835E7,584.29
124362.0,"2025-09-13 02:44:29.270",3.2920027E7,873.79
125293.0,"2025-09-13 05:07:16.249",3.2921001E7,881.59
124939.0,"2025-09-13 07:24:45.271",3.292265E7,715.0
124360.0,"2025-09-13 10:16:18.599",3.2930181E7,125.89
124362.0,"2025-09-13 10:24:33.322",3.2929607E7,138.5
124044.0,"2025-09-13 12:49:45.688",3.2931952E7,67.65
124778.0,"2025-09-13 13:18:02.338",3.2931877E7,945.95
124362.0,"2025-09-13 13:44:35.982",3.2932917E7,437.42
124107.0,"2025-09-13 14:37:51.246",3.2933282E7,980.57
124107.0,"2025-09-13 14:38:57.510",3.293233E7,652.58
124362.0,"2025-09-13 14:41:49.746",3.2932832E7,977.77
125669.0,"2025-09-13 15:26:16.324",3.2932993E7,694.06
124362.0,"2025-09-13 15:28:12.411",3.2933304E7,730.35
124939.0,"2025-09-13 15:28:43.642",3.293333E7,168.12
125029.0,"2025-09-13 17:17:56.420",3.2934165E7,252.77
124362.0,"2025-09-13 18:14:32.320",3.2934763E7,131.77
124617.0,"2025-09-13 18:28:22.063",3.2935424E7,463.38
124362.0,"2025-09-13 18:35:03.826",3.2934713E7,276.0
124362.0,"2025-09-13 18:39:06.569",3.2935369E7,713.11
124362.0,"2025-09-13 19:16:24.324",3.2940463E7,640.45
124362.0,"2025-09-13 21:34:41.108",3.2942497E7,219.45
125635.0,"2025-09-14 01:09:54.923",3.2943863E7,450.47
125635.0,"2025-09-14 01:11:52.857",3.2944191E7,549.12
124403.0,"2025-09-14 01:19:15.978",3.2944249E7,670.26
125002.0,"2025-09-14 02:31:58.389",3.2944207E7,843.04
125798.0,"2025-09-14 05:33:50.086",3.2946454E7,945.95
124939.0,"2025-09-14 06:30:15.700",3.2946855E7,325.72
124670.0,"2025-09-14 06:50:54.189",3.2947273E7,330.12
124362.0,"2025-09-14 07:00:28.226",3.2946719E7,187.77
124768.0,"2025-09-14 10:14:59.547",3.2949248E7,114.61
124362.0,"2025-09-14 10:58:08.238",3.2950109E7,352.23
125090.0,"2025-09-14 11:38:54.557",3.294985E7,887.95
123914.0,"2025-09-14 12:15:42.152",3.295073E7,685.59
123914.0,"2025-09-14 12:15:44.152",3.2950345E7,247.29
125090.0,"2025-09-14 12:59:49.685",3.2951493E7,339.64
124362.0,"2025-09-14 13:21:58.755",3.2951775E7,115.38
124939.0,"2025-09-14 13:50:39.738",3.2951531E7,184.68
124362.0,"2025-09-14 14:27:11.678",3.2952198E7,321.23
124362.0,"2025-09-14 15:01:57.466",3.2952789E7,756.6
124362.0,"2025-09-14 15:02:21.775",3.2952749E7,750.93
124939.0,"2025-09-14 19:11:02.047",3.2954644E7,854.23
124362.0,"2025-09-14 19:33:20.665",3.2955313E7,323.45
124819.0,"2025-09-14 19:57:16.252",3.2960351E7,423.55
124362.0,"2025-09-14 20:18:00.979",3.296134E7,642.09
124362.0,"2025-09-14 21:33:15.897",3.2961818E7,575.52
124242.0,"2025-09-14 22:03:25.961",3.2961487E7,359.23
125247.0,"2025-09-15 00:04:17.541",3.2963211E7,565.82
124107.0,"2025-09-15 00:14:55.447",3.2963277E7,320.68
124107.0,"2025-09-15 00:15:03.395",3.2963236E7,364.71
124362.0,"2025-09-15 03:15:03.198",3.2965209E7,566.37
124362.0,"2025-09-15 03:15:13.402",3.2964956E7,976.44
124362.0,"2025-09-15 04:04:13.509",3.2965909E7,414.57
124362.0,"2025-09-15 05:20:15.323",3.2965868E7,626.0
124362.0,"2025-09-15 06:20:39.759",3.296646E7,994.73
124939.0,"2025-09-15 07:59:42.913",3.2973366E7,774.28
124242.0,"2025-09-15 08:45:07.770",3.2974005E7,17.57
123874.0,"2025-09-15 10:19:18.330",3.2974381E7,807.98
124939.0,"2025-09-15 10:43:17.792",3.2975464E7,882.51
124362.0,"2025-09-15 10:54:52.738",3.2975638E7,258.03
125765.0,"2025-09-15 12:40:20.134",3.2975871E7,511.81
125047.0,"2025-09-15 13:23:45.553",3.297643E7,988.78
125658.0,"2025-09-15 13:52:30.430",3.2977529E7,857.02
123914.0,"2025-09-15 13:52:49.996",3.2977027E7,962.84
123874.0,"2025-09-15 13:59:17.652",3.2977294E7,448.85
126004.0,"2025-09-15 16:36:29.245",3.2979077E7,1007.12
125669.0,"2025-09-15 18:25:57.928",3.2980957E7,30.48
125090.0,"2025-09-15 18:37:11.372",3.29817E7,459.79
124409.0,"2025-09-15 20:09:40.806",3.298828E7,950.33
124409.0,"2025-09-15 20:41:32.812",3.2988334E7,848.1
124362.0,"2025-09-15 20:46:33.773",3.2988188E7,163.58
124362.0,"2025-09-15 21:53:22.934",3.2989429E7,898.58
124362.0,"2025-09-15 22:10:23.519",3.2989232E7,382.58
125486.0,"2025-09-15 23:02:22.196",3.298995E7,266.28
124939.0,"2025-09-16 03:06:32.830",3.2992183E7,587.68
124242.0,"2025-09-16 07:50:41.623",3.299982E7,446.3
124403.0,"2025-09-16 09:34:18.292",3.3002048E7,799.4
125669.0,"2025-09-16 09:40:14.196",3.3001999E7,88.48
125635.0,"2025-09-16 09:50:37.124",3.3002026E7,959.99
124044.0,"2025-09-16 11:25:38.678",3.3002354E7,534.65
124107.0,"2025-09-16 12:18:33.557",3.3003082E7,748.36
124753.0,"2025-09-16 12:59:12.834",3.3003359E7,117.23
124242.0,"2025-09-16 13:08:10.184",3.3003337E7,530.57
124360.0,"2025-09-16 13:09:47.523",3.3003503E7,720.13
124362.0,"2025-09-16 13:27:03.303",3.3003469E7,939.72
124242.0,"2025-09-16 13:56:51.886",3.300424E7,981.82
124732.0,"2025-09-16 14:08:36.089",3.3004439E7,636.66
124939.0,"2025-09-16 15:46:57.711",3.3005533E7,58.85
125090.0,"2025-09-16 16:51:16.773",3.3006799E7,478.88
126031.0,"2025-09-16 17:17:02.061",3.3007103E7,35.61
124362.0,"2025-09-16 19:59:54.144",3.3010424E7,712.0
124939.0,"2025-09-16 21:07:43.071",3.3011577E7,589.38
124362.0,"2025-09-16 22:00:19.786",3.3012679E7,179.55
125090.0,"2025-09-16 22:35:38.022",3.3013101E7,769.94
124527.0,"2025-09-16 22:48:45.900",3.3013258E7,575.79
124476.0,"2025-09-16 23:05:30.054",3.301347E7,30.07
125293.0,"2025-09-17 00:15:24.442",3.3014199E7,996.46
125669.0,"2025-09-17 01:51:18.490",3.3015108E7,84.8
124970.0,"2025-09-17 05:00:28.332",3.3016394E7,664.67
124939.0,"2025-09-17 05:13:35.875",3.3017152E7,240.78
124939.0,"2025-09-17 07:33:51.046",3.3018283E7,637.32
124939.0,"2025-09-17 08:51:07.566",3.3024265E7,7.1899999999999995
126031.0,"2025-09-17 08:53:30.611",3.3024605E7,764.43
124362.0,"2025-09-17 09:15:46.115",3.3024421E7,3.42
125146.0,"2025-09-17 09:48:46.240",3.3025102E7,405.09
124362.0,"2025-09-17 10:44:22.427",3.3025898E7,484.55
124403.0,"2025-09-17 12:28:33.956",3.3026921E7,726.6
124476.0,"2025-09-17 12:56:24.908",3.3026743E7,182.76
125328.0,"2025-09-17 12:57:14.610",3.3026286E7,698.99
124362.0,"2025-09-17 13:13:24.795",3.3027195E7,609.03
124362.0,"2025-09-17 13:20:27.165",3.3026623E7,256.58
124939.0,"2025-09-17 13:21:11.180",3.3027171E7,986.23
125632.0,"2025-09-17 14:43:59.893",3.3027844E7,487.87
124850.0,"2025-09-17 15:10:30.519",3.3027731E7,727.87
123761.0,"2025-09-17 16:05:05.514",3.3027636E7,715.57
124939.0,"2025-09-17 16:58:11.902",3.3028383E7,329.0
124107.0,"2025-09-17 17:11:06.977",3.3028374E7,272.06
124939.0,"2025-09-17 17:22:52.458",3.3029281E7,202.88
124527.0,"2025-09-17 17:43:17.222",3.3028599E7,666.05
124044.0,"2025-09-17 18:01:22.710",3.3029115E7,108.66
123885.0,"2025-09-17 18:29:01.524",3.3029681E7,34.02
123874.0,"2025-09-17 18:53:29.895",3.3030265E7,813.78
124939.0,"2025-09-17 19:12:55.095",3.303064E7,359.45
124476.0,"2025-09-17 19:14:23.022",3.3030135E7,922.38
124527.0,"2025-09-17 19:15:47.396",3.3030731E7,14.71
124939.0,"2025-09-17 19:45:23.700",3.3036184E7,595.62
124016.0,"2025-09-17 19:56:18.471",3.3036316E7,536.73
123990.0,"2025-09-17 20:20:43.764",3.3035734E7,337.0
124850.0,"2025-09-17 20:37:26.086",3.3036121E7,508.13
124362.0,"2025-09-17 20:51:25.623",3.3036897E7,264.58
123761.0,"2025-09-17 21:01:38.611",3.3036588E7,25.81
123914.0,"2025-09-17 21:43:11.502",3.3037486E7,472.55
124970.0,"2025-09-17 22:03:06.960",3.3038391E7,647.6
124107.0,"2025-09-17 22:38:37.249",3.3038775E7,862.38
124527.0,"2025-09-17 22:41:18.648",3.3038719E7,840.72
124362.0,"2025-09-18 01:54:29.173",3.3041454E7,260.42
123761.0,"2025-09-18 02:07:12.170",3.3041387E7,645.22
125067.0,"2025-09-18 03:37:14.150",3.3042563E7,881.88
126107.0,"2025-09-18 03:59:05.130",3.3043418E7,893.24
124939.0,"2025-09-18 06:08:54.360",3.3044806E7,202.12
124939.0,"2025-09-18 06:40:05.323",3.3044616E7,-10.780000000000001
124939.0,"2025-09-18 06:40:47.221",3.3044845E7,529.22
124939.0,"2025-09-18 06:41:04.325",3.3044883E7,247.88
124939.0,"2025-09-18 06:55:37.186",3.3044342E7,446.82
125090.0,"2025-09-18 08:41:08.897",3.3050793E7,207.1
124960.0,"2025-09-18 08:44:45.912",3.3050906E7,355.12
124850.0,"2025-09-18 09:58:15.339",3.3052195E7,28.2
126451.0,"2025-09-18 10:54:21.339",3.3052472E7,46.82
124753.0,"2025-09-18 12:18:48.620",3.3052868E7,660.88
124362.0,"2025-09-18 13:03:36.983",3.3053772E7,465.08
124044.0,"2025-09-18 16:03:13.613",3.3056082E7,989.61
123885.0,"2025-09-18 16:33:20.289",3.3056151E7,204.26
124527.0,"2025-09-18 16:34:02.854",3.3055803E7,601.0
124939.0,"2025-09-18 16:48:14.758",3.3056397E7,288.86
124242.0,"2025-09-18 16:49:42.234",3.3056167E7,956.73
125630.0,"2025-09-18 17:12:37.288",3.3056881E7,473.25
124392.0,"2025-09-18 17:40:33.200",3.3057175E7,627.88
124617.0,"2025-09-18 18:21:13.836",3.3056988E7,702.39
125732.0,"2025-09-18 18:38:41.040",3.3057064E7,796.07
126451.0,"2025-09-18 18:57:56.513",3.3057788E7,283.12
125635.0,"2025-09-18 20:08:04.483",3.3059283E7,52.59
125635.0,"2025-09-18 20:08:06.149",3.3059983E7,941.59
125635.0,"2025-09-18 20:08:06.909",3.3060172E7,246.51
125635.0,"2025-09-18 20:08:07.607",3.305987E7,724.86
125635.0,"2025-09-18 20:08:08.234",3.3059314E7,981.8
125635.0,"2025-09-18 20:08:08.697",3.3059932E7,630.0
124242.0,"2025-09-18 20:21:21.435",3.3059794E7,472.29
123874.0,"2025-09-18 20:25:43.351",3.3060504E7,617.71
123874.0,"2025-09-18 20:25:43.413",3.3059691E7,150.09
123874.0,"2025-09-18 20:25:46.774",3.3060387E7,771.77
123874.0,"2025-09-18 20:25:47.419",3.306042E7,839.83
124476.0,"2025-09-18 20:39:37.559",3.3060183E7,879.24
126004.0,"2025-09-18 20:44:43.676",3.3060437E7,49.629999999999995
124362.0,"2025-09-19 00:10:11.555",3.3061596E7,982.03
124617.0,"2025-09-19 00:24:42.021",3.306186E7,46.7
125685.0,"2025-09-19 01:12:09.181",3.3062695E7,625.39
124362.0,"2025-09-19 01:54:34.573",3.3062244E7,801.03
125008.0,"2025-09-19 07:23:43.409",3.3063241E7,759.44
123885.0,"2025-09-19 07:54:52.355",3.3063766E7,25.88
126519.0,"2025-09-19 10:48:59.047",3.3063939E7,882.48
124362.0,"2025-09-19 11:38:40.397",3.3064863E7,151.04
125871.0,"2025-09-19 12:44:36.952",3.3065147E7,481.28
124362.0,"2025-09-19 13:36:35.677",3.306645E7,305.58
125685.0,"2025-09-19 13:53:20.699",3.3067609E7,407.39
126031.0,"2025-09-19 13:57:28.979",3.3067435E7,906.94
125669.0,"2025-09-19 14:35:14.932",3.3068858E7,554.61
125765.0,"2025-09-19 15:09:27.155",3.3070367E7,529.81
125669.0,"2025-09-19 15:31:37.680",3.3070295E7,152.17
124939.0,"2025-09-19 16:23:17.359",3.3071291E7,243.68
124939.0,"2025-09-19 16:34:11.183",3.3072578E7,334.36
125067.0,"2025-09-19 16:34:40.791",3.3072139E7,217.79
124362.0,"2025-09-19 16:45:01.039",3.3072144E7,237.29
126273.0,"2025-09-19 16:45:43.040",3.3072427E7,344.7
124362.0,"2025-09-19 17:14:37.941",3.3072639E7,105.88
124362.0,"2025-09-19 17:26:27.949",3.3073322E7,643.58
123761.0,"2025-09-19 17:39:31.709",3.3073126E7,554.74
126031.0,"2025-09-19 17:47:31.327",3.3073988E7,854.97
124799.0,"2025-09-19 20:22:20.888",3.3081345E7,267.25
123761.0,"2025-09-19 20:41:11.862",3.3081947E7,211.82
124960.0,"2025-09-19 20:55:23.261",3.308231E7,608.0
124242.0,"2025-09-19 20:56:17.059",3.3082271E7,766.29
124939.0,"2025-09-19 20:56:19.617",3.308252E7,944.82
124403.0,"2025-09-19 21:24:11.904",3.308289E7,536.23
124403.0,"2025-09-19 21:24:13.609",3.3082546E7,527.03
125635.0,"2025-09-19 21:26:30.697",3.308262E7,981.5
125146.0,"2025-09-19 22:24:54.358",3.3083861E7,607.93
124799.0,"2025-09-19 22:27:43.154",3.3084085E7,858.69
124970.0,"2025-09-19 22:34:20.238",3.3083625E7,228.01
124107.0,"2025-09-19 22:52:17.822",3.308387E7,583.9
124107.0,"2025-09-19 22:52:48.809",3.3084101E7,852.28
124107.0,"2025-09-19 22:52:54.505",3.3083833E7,122.48
125685.0,"2025-09-19 23:15:27.184",3.3084078E7,451.36
124670.0,"2025-09-20 00:15:41.422",3.3084462E7,499.75
125029.0,"2025-09-20 01:08:49.488",3.3084573E7,859.75
124527.0,"2025-09-20 04:12:12.809",3.3086677E7,52.92
124527.0,"2025-09-20 04:19:21.814",3.3086762E7,219.52
125293.0,"2025-09-20 04:23:18.486",3.3086804E7,319.29
124939.0,"2025-09-20 05:36:35.011",3.3087809E7,131.41
125765.0,"2025-09-20 06:46:19.149",3.3088003E7,186.15
125685.0,"2025-09-20 07:20:47.025",3.3093327E7,623.61
124939.0,"2025-09-20 09:31:20.982",3.3094303E7,923.25
125765.0,"2025-09-20 10:25:57.172",3.3094259E7,286.47
125685.0,"2025-09-20 10:35:28.852",3.3094662E7,307.81
125765.0,"2025-09-20 10:58:59.945",3.3094405E7,801.45
126004.0,"2025-09-20 12:21:14.057",3.3094281E7,395.01
124939.0,"2025-09-20 13:49:28.717",3.309522E7,100.23
